919885,775842
872741,667133
949591,853643
923192,832467
765856,671199
742810,655016
915773,831689
908107,795526
724950,642008
894884,773791
761028,675623
946162,852075
930212,833888
746675,618235
780495,698309
895809,814769
716654,615388
785159,650975
719107,626212
658419,563722
1016803,888918
912249,814942
842016,750844
925190,807732
779717,715898
2007836,1887735
1722236,1663195
575285,489882
908988,817664
594061,522218
780359,653766
626405,534332
1116635,1007877
1290181,1195546
1118521,1006251
497642,391703
1041842,929203
855315,711044
834039,740742
707193,569891
1420417,1318721
987638,868704
524827,449525
942676,847769
759907,683273
740112,648475
751414,628984
813322,716560
1444587,1351995
884087,784445
800579,692887
1176468,1076576
636143,491411
971734,826300
645854,517900
1050429,961749
671975,591331
643327,575875
867070,732686
860815,772637
906589,826533
829904,733256
623573,507558
846021,752758
1196587,1103323
757617,655858
607044,517207
992728,921767
790753,670153
740236,618756
576174,482242
852799,767643
615171,530069
1009924,842569
922948,730157
784408,623662
877651,755973
654517,578107
804738,645152
798771,650268
776000,618743
804417,687678
731984,616766
863647,740913
1152055,1028873
3705751,3583900
1094750,988949
3768579,3631028
924919,820789
807215,716262
836309,711307
825563,739046
779157,651731
873605,765255
819622,710753
799452,625234
809996,681370
791033,655064
891845,771282
785776,666794
607872,506690
973505,892329
587894,473932
790082,658991
608804,545166
724795,632513
745822,663004
1036113,958492
1068729,965885
851228,744991
853277,757185
1003987,901950
949239,829006
822965,682723
499780,411621
613141,485560
860689,675840
664508,553683
894004,760545
443808,372738
908021,840420
746491,614614
490227,390497
899585,764649
588294,494387
473970,405648
806468,726260
781418,722161
865529,763523
528737,430993
742209,628310
636400,510199
497651,415158
762379,679286
892499,756902
637158,556544
540359,463840
775403,690186
884762,734254
798505,701568
669326,584203
669062,574484
696012,573300
825314,730784
906978,805403
559219,471236
1026462,914597
735114,646711
933897,834730
767895,680396
560964,453509
529963,443792
581137,496129
750835,669553
684460,562739
1682376,1600295
577155,467210
650767,550657
877401,782208
781308,677350
1503134,1419489
1031942,926637
904548,779425
825876,733396
766248,657686
1798773,1716277
651455,552880
908525,834850
1002390,844218
1014810,911343
1420802,1340968
689793,606492
602514,487374
670349,540212
613097,518001
1374186,1303152
830273,745271
649549,566661
824424,619753
1372269,916832
1823415,1693844
3696488,3590775
964036,792775
3587397,3420053
906228,820368
1868413,1798044
766844,638289
696453,598669
812282,662603
806966,636475
544212,411872
743504,614515
687598,539964
874688,659595
848990,673212
617195,528105
808586,625803
820287,740554
757486,574966
794991,623665
625011,508947
863025,668540
823593,648704
809310,630223
879848,792258
479082,416501
928135,753982
753217,620140
974614,799620
725277,578956
534672,395739
1475040,1333653
872515,732880
704561,614416
888501,748606
458774,378634
1180848,1021975
1154248,1000209
754797,627900
707174,597886
797664,713488
725657,636276
1102048,1013440
690760,571588
916888,779767
829790,720345
1162585,1041667
974783,887939
635145,545130
853578,741393
892113,779352
778763,658953
999614,912941
1363980,1298394
774571,651161
725755,607008
1087857,961255
676591,564334
1497565,1425886
1059862,918916
3958989,3872052
952370,850153
3794730,3692934
992079,877054
838803,740060
3724967,3640157
1224600,1128919
1198552,1107965
528914,450493
656904,505481
808804,726728
879609,667192
738549,613642
503275,441258
687800,610022
1064019,960377
582669,493727
766222,670376
853064,700388
828411,698515
984761,771150
785654,645577
1276404,1085340
839451,712334
676670,559646
902184,752173
843792,753462
952808,871314
714565,598681
711325,548349
837349,644733
842720,688686
1059839,926104
911699,696396
942943,850497
969879,771503
460531,383211
883767,721793
912131,751061
590372,452356
804516,663808
620502,486781
3684743,3548831
1194397,1046859
697092,575418
800551,631227
597770,508708
920971,769412
932786,762860
673530,548524
811529,635031
840232,652429
807312,623546
1297242,1114796
934483,778785
877036,675619
513343,426574
903130,754025
2362759,630119
647124,486381
846498,633166
798716,679919
920242,776882
1013596,869545
884700,740816
800871,621205
658302,582807
914572,762433
857296,702959
837838,690408
505124,373297
604260,462384
862682,718312
717218,590568
702745,532306
4559723,4425522
491976,408452
1051109,879896
807983,668699
779137,622931
549371,404498
663881,529243
833626,667594
754040,580051
850464,641882
497162,387706
542037,460537
823069,680037
864915,712211
791986,634629
583994,438773
436991,301652
831396,678966
3837446,3658451
866088,750299
657183,547633
524643,415358
814780,667297
763034,596652
611446,469849
3558357,3436365
764048,642057
860175,703133
828154,678271
496109,393447
578472,418684
523596,443688
900060,741820
868195,724221
721275,582589
546608,417063
1356825,1138147
924831,775977
893165,687977
827041,634578
845598,682460
1587215,1481765
1126914,973762
862838,660120
653975,534591
941839,737031
498537,379312
1116469,968823
828416,638722
600800,493534
928983,771814
732442,659478
1010868,856740
814199,661263
622488,509196
1056054,904448
636620,470458
900758,749041
1288081,1120675
516782,377181
909186,764653
710789,601661
532715,425751
879809,693970
553143,440386
1136520,962342
996505,836338
1250293,1099562
1252521,1110759
720686,563925
834941,657445
650081,564307
799798,643653
836923,660511
779108,647780
892485,746981
811731,645915
765546,618965
849202,658853
764661,614316
3789993,3616393
1140445,1002196
978908,783218
926180,774939
879997,747558
835968,673621
823159,670447
705102,553698
838691,646606
859440,663668
826174,692129
874984,767463
440252,341850
849488,707106
756788,609046
871349,697189
902231,723196
928530,760770
803778,665352
810032,657777
816636,730958
3633312,3519765
1167638,1090617
1494335,1425148
1048094,932076
880038,778727
809011,655252
1017272,939148
848005,720442
570588,505151
749355,640232
737216,615582
681118,572920
3594994,3479465
516840,458983
1026888,935542
724094,633679
549720,484162
709151,598458
477919,393863
823139,739210
1208299,1042221
850160,786424
799298,656996
456073,384587
712728,612331
931033,782855
497277,432695
815734,596779
553325,492912
770526,629821
829844,639331
631255,558635
848333,701499
677573,578664
732272,625501
1339680,1153100
786313,677326
801133,641906
825991,742231
562033,448247
828294,643533
798258,712525
738326,613243
941527,868590
633985,487855
1022149,894644
864825,776593
678390,507977
762684,650515
631557,501655
783145,599594
817778,642476
493163,373178
899059,709138
942764,825627
2198851,1035799
912673,732972
1044247,911689
1017489,931953
494906,366691
838729,698857
764836,598574
1006026,877871
595742,509037
1522859,1407728
910041,730692
855663,666981
812920,672722
680578,555095
572202,459034
951800,792715
717960,578523
849905,707082
871516,748088
591869,490679
874087,693940
752349,602086
815028,641728
482490,414009
885137,730759
537773,412269
3754511,3606286
522468,426198
434991,377734
1035944,901886
640872,493171
1324145,1146495
504076,401477
463126,385178
890942,725303
867683,710523
904972,768475
631963,526693
1016252,859618
675937,552636
831587,622816
735674,595163
703813,579841
1085305,970493
2394729,676405
908644,774080
758606,668903
744950,655132
826474,725354
611655,513555
1220444,1089084
906086,828254
738067,626697
752421,665312
787633,649602
781069,662868
935874,827375
821848,730437
879085,772202
765256,661863
1141111,1045865
626746,538916
1130563,1031970
871090,768105
1112169,1020308
1280969,1115622
844641,754448
898014,765739
695935,577897
1180890,1079993
804637,715252
514308,449086
1157338,1062079
918777,812330
845860,727361
810391,714285
756017,671193
770678,638998
829019,732577
724470,609015
649638,547062
589419,472318
701503,609760
778957,650280
766318,629721
714458,652335
656781,597365
790665,672444
3972295,3882342
1056486,961696
711297,640451
879837,785723
844663,735139
791808,665858
768603,680484
486266,391509
867093,781501
765968,682189
668049,573405
783850,682555
488475,390627
639676,549712
766508,629071
754772,656233
1538433,1441658
648527,581994
656379,535089
744460,579223
789585,678613
592430,511346
2078281,1154886
889082,798746
795839,692738
625908,514922
767187,644451
1521480,1415280
670014,567299
826189,691521
622327,495102
883381,788541
500557,391797
902375,743485
904977,722281
906499,728876
446357,388010
800093,712372
639750,533205
758331,628907
754983,617955
893944,793851
813476,675635
866869,682404
820713,650307
726503,566399
851386,738199
443735,372249
761550,610483
684778,551802
791405,627677
1345646,1281658
1329525,995859
3604856,3464342
1124342,961125
770625,627211
1148680,1000344
448677,367060
1120003,949989
1001580,871757
758273,624916
880701,709871
422183,344302
933718,773103
600354,486662
628220,486995
680287,572161
1516821,1407845
1838094,1084000
737820,504286
3634604,3519357
1412939,1284675
1813856,1659007
829494,668110
601303,488182
1143065,1001360
3712461,3623592
981757,852417
875402,720573
806576,675884
716829,600175
782539,610951
706365,602466
847952,645817
1077853,946712
780724,600039
876289,792206
492117,395394
1067328,890502
783560,616716
624655,498710
1069087,903061
2654393,2511973
876885,687832
693680,606036
537658,458729
839609,748253
499466,410556
1252142,1147164
1359940,1245375
1421271,1352281
772223,641360
766849,699777
1061254,924006
885371,734993
655754,572327
765757,645021
980229,870944
828389,662363
654622,562326
624564,520724
1028707,920225
658859,547761
1035524,879429
888934,762659
952341,794948
730297,607293
685743,607201
1118684,954239
813772,645245
1025567,882965
896243,792545
691066,619155
823711,679978
806752,646056
